################################################################################
  [Comment]
그냥 잘나왔던거 테스트
################################################################################



Model         : resnetbase
  load_state  : 
Dataset       : MaskDataset
  train_len         15120
  test_len           3780
Train_trans   : basic_train_trans
Test_trans    : basic_test_trans
Start_Date    : 20210826_145028
Device        : cuda:0
CLASS_NUM     : 18
NUM_WORKERS   : 4
BATCH_SIZE    : 32
NUM_EPOCH     : 50
SAVE_INTERVAL : 3



[TRAIN] Epoch 000 // (avg) Loss : 1.411, Accuracy : 0.565, F1 : 0.278
[TEST ] Epoch 025 // (avg) Loss : 0.891, Accuracy : 0.826, F1 : 0.297
[TRAIN] Epoch 026 // (avg) Loss : 0.058, Accuracy : 0.981, F1 : 0.291
[TEST ] Epoch 026 // (avg) Loss : 1.037, Accuracy : 0.807, F1 : 0.292
[TRAIN] Epoch 027 // (avg) Loss : 0.060, Accuracy : 0.980, F1 : 0.291
[TEST ] Epoch 027 // (avg) Loss : 0.937, Accuracy : 0.820, F1 : 0.291
[TRAIN] Epoch 028 // (avg) Loss : 0.035, Accuracy : 0.988, F1 : 0.292
[TEST ] Epoch 028 // (avg) Loss : 1.170, Accuracy : 0.820, F1 : 0.293
[TRAIN] Epoch 029 // (avg) Loss : 0.035, Accuracy : 0.989, F1 : 0.291
[TEST ] Epoch 029 // (avg) Loss : 1.191, Accuracy : 0.822, F1 : 0.293
[TRAIN] Epoch 030 // (avg) Loss : 0.036, Accuracy : 0.989, F1 : 0.291
[TEST ] Epoch 030 // (avg) Loss : 1.106, Accuracy : 0.804, F1 : 0.287
[TRAIN] Epoch 031 // (avg) Loss : 0.044, Accuracy : 0.985, F1 : 0.291
[TEST ] Epoch 031 // (avg) Loss : 1.047, Accuracy : 0.821, F1 : 0.292
[TRAIN] Epoch 032 // (avg) Loss : 0.024, Accuracy : 0.992, F1 : 0.291
[TEST ] Epoch 032 // (avg) Loss : 1.255, Accuracy : 0.770, F1 : 0.290
[TRAIN] Epoch 033 // (avg) Loss : 0.017, Accuracy : 0.995, F1 : 0.292
[TEST ] Epoch 033 // (avg) Loss : 0.990, Accuracy : 0.819, F1 : 0.289
[TRAIN] Epoch 034 // (avg) Loss : 0.028, Accuracy : 0.991, F1 : 0.292
[TEST ] Epoch 034 // (avg) Loss : 0.943, Accuracy : 0.838, F1 : 0.290
[TRAIN] Epoch 035 // (avg) Loss : 0.043, Accuracy : 0.987, F1 : 0.291
[TEST ] Epoch 035 // (avg) Loss : 0.812, Accuracy : 0.834, F1 : 0.293
[TRAIN] Epoch 036 // (avg) Loss : 0.035, Accuracy : 0.988, F1 : 0.291
[TEST ] Epoch 036 // (avg) Loss : 0.904, Accuracy : 0.848, F1 : 0.293
[TRAIN] Epoch 037 // (avg) Loss : 0.019, Accuracy : 0.994, F1 : 0.291
[TEST ] Epoch 037 // (avg) Loss : 1.181, Accuracy : 0.806, F1 : 0.287
[TRAIN] Epoch 038 // (avg) Loss : 0.025, Accuracy : 0.991, F1 : 0.291
[TEST ] Epoch 038 // (avg) Loss : 1.098, Accuracy : 0.816, F1 : 0.287
[TRAIN] Epoch 039 // (avg) Loss : 0.015, Accuracy : 0.995, F1 : 0.292
[TEST ] Epoch 039 // (avg) Loss : 0.796, Accuracy : 0.856, F1 : 0.294
[TRAIN] Epoch 040 // (avg) Loss : 0.013, Accuracy : 0.996, F1 : 0.292
[TEST ] Epoch 040 // (avg) Loss : 1.184, Accuracy : 0.822, F1 : 0.295
[TRAIN] Epoch 041 // (avg) Loss : 0.023, Accuracy : 0.993, F1 : 0.291
[TEST ] Epoch 041 // (avg) Loss : 1.024, Accuracy : 0.833, F1 : 0.292
[TRAIN] Epoch 042 // (avg) Loss : 0.014, Accuracy : 0.996, F1 : 0.292
[TEST ] Epoch 042 // (avg) Loss : 0.877, Accuracy : 0.843, F1 : 0.293
[TRAIN] Epoch 043 // (avg) Loss : 0.020, Accuracy : 0.994, F1 : 0.292
[TEST ] Epoch 043 // (avg) Loss : 1.445, Accuracy : 0.789, F1 : 0.296
[TRAIN] Epoch 044 // (avg) Loss : 0.047, Accuracy : 0.985, F1 : 0.291
[TEST ] Epoch 044 // (avg) Loss : 1.098, Accuracy : 0.823, F1 : 0.291
[TRAIN] Epoch 045 // (avg) Loss : 0.033, Accuracy : 0.989, F1 : 0.291
[TEST ] Epoch 045 // (avg) Loss : 1.116, Accuracy : 0.776, F1 : 0.289
[TRAIN] Epoch 046 // (avg) Loss : 0.016, Accuracy : 0.994, F1 : 0.292
[TEST ] Epoch 046 // (avg) Loss : 1.098, Accuracy : 0.814, F1 : 0.292
[TRAIN] Epoch 047 // (avg) Loss : 0.009, Accuracy : 0.997, F1 : 0.292
[TEST ] Epoch 047 // (avg) Loss : 1.046, Accuracy : 0.817, F1 : 0.292
[TRAIN] Epoch 048 // (avg) Loss : 0.007, Accuracy : 0.998, F1 : 0.292
[TEST ] Epoch 048 // (avg) Loss : 0.803, Accuracy : 0.854, F1 : 0.295
[TRAIN] Epoch 049 // (avg) Loss : 0.003, Accuracy : 0.999, F1 : 0.292
[TEST ] Epoch 049 // (avg) Loss : 1.099, Accuracy : 0.809, F1 : 0.295



################################################################################
:::학습종료:::
최고 accuracy : 0.8558201193809509, 최저 loss : 0.7008026669186259, 최고 F1 : 0.2988910377025604
################################################################################
test inference is done!

--------------------------------------------------------------------------------

Finish_Date    : 20210826_160546
